Event frame,Sequence frame,Class ID,Score,Bboxes
14203,0,38,0.09977176785469055,"[1502.557861328125, 554.4393310546875, 1575.599853515625, 604.2760620117188]"
14203,0,32,0.08640681952238083,"[1501.4794921875, 555.8324584960938, 1550.71875, 603.3419189453125]"
14203,0,60,0.05279652029275894,"[433.032958984375, 662.3968505859375, 907.5861206054688, 1013.5452270507812]"
14203,0,38,0.04820235073566437,"[474.9151306152344, 466.6193542480469, 552.365234375, 533.8644409179688]"
14203,0,60,0.02854735217988491,"[374.9210510253906, 599.14697265625, 1425.72119140625, 826.986328125]"
14203,0,60,0.025158114731311798,"[876.0599975585938, 641.5460205078125, 1427.8404541015625, 1006.864990234375]"
14203,0,32,0.023934239521622658,"[514.0599975585938, 470.22357177734375, 556.1510620117188, 520.6045532226562]"
14203,0,32,0.023276325315237045,"[313.6943054199219, 551.4100341796875, 354.85565185546875, 587.2338256835938]"
14203,0,32,0.0212568212300539,"[292.10223388671875, 538.656005859375, 346.751220703125, 583.3184814453125]"
14203,0,38,0.020823324099183083,"[289.71600341796875, 534.106201171875, 387.15234375, 596.776123046875]"
14203,0,38,0.016156993806362152,"[310.4992980957031, 574.1018676757812, 397.1019287109375, 600.200439453125]"
14203,0,38,0.013573949225246906,"[1542.520263671875, 549.797607421875, 1656.273193359375, 596.6256713867188]"
14236,0,38,0.3820340037345886,"[1640.521240234375, 540.2631225585938, 1679.77490234375, 578.619140625]"
14236,0,60,0.18898868560791016,"[410.85479736328125, 604.0057373046875, 1404.1015625, 907.6531372070312]"
14236,0,60,0.08800375461578369,"[404.5454406738281, 616.7289428710938, 983.1873168945312, 1005.1017456054688]"
14236,0,60,0.03311125934123993,"[471.5927429199219, 736.5010375976562, 834.9509887695312, 1017.1029663085938]"
14236,0,60,0.03157879039645195,"[884.3945922851562, 684.344970703125, 1422.8077392578125, 1005.8624267578125]"
14236,0,32,0.02219770848751068,"[508.25927734375, 467.22369384765625, 556.5752563476562, 533.8192138671875]"
14236,0,38,0.02168905921280384,"[456.9193420410156, 465.48309326171875, 512.5175170898438, 532.6185302734375]"
14339,0,38,0.389137327671051,"[1668.916015625, 549.5244140625, 1730.8145751953125, 597.6151733398438]"
14339,0,60,0.2598618268966675,"[398.5570983886719, 609.1785888671875, 1434.429443359375, 1004.5200805664062]"
14339,0,60,0.05029749497771263,"[431.2676086425781, 648.0147705078125, 921.1575317382812, 1014.9729614257812]"
14339,0,38,0.03388434275984764,"[1672.7823486328125, 553.328125, 1792.61669921875, 596.5336303710938]"
14339,0,32,0.032359201461076736,"[507.05364990234375, 470.4272155761719, 556.085693359375, 532.4061889648438]"
14339,0,60,0.024589557200670242,"[866.2869262695312, 640.534423828125, 1425.4625244140625, 1005.0314331054688]"
14339,0,32,0.022470321506261826,"[1669.0545654296875, 550.2173461914062, 1716.4566650390625, 592.9461059570312]"
14339,0,38,0.018780210986733437,"[1684.158203125, 554.487060546875, 1909.8541259765625, 598.0874633789062]"
14339,0,38,0.014259531162679195,"[453.8388671875, 461.6387634277344, 558.3668823242188, 539.90625]"
14377,0,38,0.25048765540122986,"[1769.9305419921875, 484.5120849609375, 1835.876953125, 547.365478515625]"
14377,0,60,0.19110646843910217,"[413.7363586425781, 603.1392211914062, 1404.542724609375, 911.7770385742188]"
14377,0,60,0.06239771097898483,"[434.28692626953125, 665.8983154296875, 892.909423828125, 1015.15673828125]"
14377,0,32,0.021557923406362534,"[508.5757751464844, 467.1290588378906, 556.45849609375, 533.5086669921875]"
14377,0,60,0.012102525681257248,"[755.8821411132812, 671.45947265625, 1421.2880859375, 1000.8568115234375]"
14377,0,38,0.011908802203834057,"[1773.6337890625, 513.70458984375, 1839.571044921875, 538.636962890625]"
15333,0,38,0.39390701055526733,"[1402.53466796875, 643.9095458984375, 1486.095703125, 686.5718383789062]"
15333,0,60,0.195848748087883,"[405.0048828125, 620.0470581054688, 1388.0443115234375, 920.6803588867188]"
15333,0,60,0.06044774875044823,"[429.0853576660156, 646.7719116210938, 914.6453247070312, 1016.3886108398438]"
15333,0,38,0.04727731645107269,"[347.8497314453125, 588.220947265625, 369.5843505859375, 622.1041259765625]"
15333,0,32,0.04578692466020584,"[1399.427001953125, 646.5255737304688, 1453.01953125, 684.9391479492188]"
15333,0,60,0.03231458738446236,"[850.0405883789062, 631.0074462890625, 1422.3922119140625, 1010.0401611328125]"
15333,0,32,0.021770715713500977,"[508.76416015625, 467.58294677734375, 555.13427734375, 534.4068603515625]"
15333,0,38,0.01544618234038353,"[1584.0250244140625, 486.9903564453125, 1629.923583984375, 537.0245971679688]"
15333,0,32,0.013101130723953247,"[459.6993103027344, 466.12701416015625, 507.0612487792969, 533.3955078125]"
15333,0,38,0.012957950122654438,"[325.9338073730469, 587.7221069335938, 370.7787780761719, 625.3983154296875]"
15333,0,38,0.012951428070664406,"[276.3736267089844, 590.4794921875, 373.6257019042969, 680.3323974609375]"
15333,0,38,0.010007594712078571,"[380.0849914550781, 568.2454833984375, 405.4913024902344, 608.4144897460938]"
15531,0,38,0.6829702258110046,"[1594.966552734375, 635.0714721679688, 1685.119140625, 691.9099731445312]"
15531,0,60,0.15887080132961273,"[416.017333984375, 613.5733642578125, 1401.64794921875, 943.1275024414062]"
15531,0,60,0.05847245454788208,"[419.42962646484375, 645.6898803710938, 922.5905151367188, 1017.8383178710938]"
15531,0,60,0.014461059123277664,"[857.3104858398438, 712.2836303710938, 1414.2467041015625, 999.9988403320312]"
15531,0,60,0.01061059720814228,"[446.64886474609375, 787.5199584960938, 806.8936767578125, 1003.3494873046875]"
16385,0,38,0.6216534972190857,"[1376.68701171875, 626.6607055664062, 1458.30859375, 669.7243041992188]"
16385,0,32,0.21294108033180237,"[418.29150390625, 638.5427856445312, 435.3515625, 652.2623291015625]"
16385,0,60,0.19105377793312073,"[407.4866027832031, 613.5217895507812, 1402.0638427734375, 920.149658203125]"
16385,0,38,0.08804822713136673,"[390.47064208984375, 621.47119140625, 436.7787780761719, 662.8726196289062]"
16385,0,38,0.04663701355457306,"[360.7349853515625, 616.2828369140625, 440.593994140625, 665.3422241210938]"
16385,0,32,0.04490891471505165,"[414.4755554199219, 637.367919921875, 430.8434753417969, 649.3910522460938]"
16385,0,60,0.04298775643110275,"[434.6591491699219, 673.10986328125, 891.3099365234375, 1012.0969848632812]"
16385,0,38,0.03659934550523758,"[316.5996398925781, 600.5048828125, 439.3512268066406, 660.5280151367188]"
16385,0,38,0.0295876357704401,"[388.84063720703125, 565.30419921875, 417.924072265625, 592.5755615234375]"
16385,0,32,0.027265220880508423,"[412.9505920410156, 635.8053588867188, 436.1474609375, 657.4295654296875]"
16385,0,60,0.02656368725001812,"[881.0175170898438, 689.7041625976562, 1396.9349365234375, 986.7777709960938]"
16385,0,32,0.024967532604932785,"[1376.8291015625, 625.7025756835938, 1431.3623046875, 668.1028442382812]"
16385,0,32,0.018955782055854797,"[507.9545593261719, 467.1034851074219, 556.4430541992188, 533.4510498046875]"
16385,0,38,0.018532060086727142,"[1581.77978515625, 486.71185302734375, 1629.2803955078125, 543.1602172851562]"
16385,0,38,0.010958807542920113,"[1416.31640625, 627.79931640625, 1480.7027587890625, 668.4674072265625]"
16474,0,38,0.6763058304786682,"[296.48834228515625, 565.2820434570312, 336.6853332519531, 616.939697265625]"
16474,0,38,0.22004321217536926,"[291.79840087890625, 464.0688781738281, 356.95782470703125, 579.4132690429688]"
16474,0,38,0.1898498684167862,"[290.31683349609375, 549.9256591796875, 353.66986083984375, 581.0112915039062]"
16474,0,38,0.12730751931667328,"[290.56268310546875, 544.908447265625, 355.6024169921875, 613.835693359375]"
16474,0,60,0.11838818341493607,"[416.6476745605469, 609.6787719726562, 1405.0540771484375, 932.4329833984375]"
16474,0,38,0.05083685740828514,"[343.4415588378906, 542.1610107421875, 362.36505126953125, 558.7056274414062]"
16474,0,60,0.03847838193178177,"[425.7557067871094, 662.3508911132812, 910.9918823242188, 1014.2078247070312]"
16474,0,60,0.03260092809796333,"[448.22442626953125, 785.881103515625, 832.3828125, 1003.926513671875]"
16474,0,38,0.029128029942512512,"[313.431884765625, 494.68084716796875, 354.98309326171875, 577.658203125]"
16474,0,32,0.027904465794563293,"[298.6201477050781, 567.7152709960938, 334.9861145019531, 614.012451171875]"
16474,0,60,0.020135004073381424,"[953.6956787109375, 763.9290161132812, 1393.2152099609375, 1003.3880615234375]"
16474,0,38,0.01809758134186268,"[318.3181457519531, 539.8385009765625, 356.53192138671875, 578.9805297851562]"
16474,0,38,0.013482083566486835,"[273.315673828125, 571.5702514648438, 329.7379150390625, 620.4641723632812]"
16474,0,38,0.012457415461540222,"[305.4036865234375, 455.7574768066406, 348.1096496582031, 553.4091186523438]"
16527,0,38,0.3521699607372284,"[1527.861083984375, 584.5264892578125, 1614.7496337890625, 636.8895263671875]"
16527,0,60,0.1266438364982605,"[411.0518493652344, 601.697021484375, 1402.49755859375, 941.2410278320312]"
16527,0,60,0.06018215790390968,"[420.70770263671875, 647.4093017578125, 918.1893920898438, 1016.4063110351562]"
16527,0,38,0.058310914784669876,"[1524.746826171875, 583.3273315429688, 1578.429443359375, 630.1895751953125]"
16527,0,38,0.026875954121351242,"[1533.84423828125, 591.2811889648438, 1714.5323486328125, 639.6503295898438]"
16527,0,32,0.020021874457597733,"[1525.5968017578125, 584.5631713867188, 1575.1717529296875, 625.815185546875]"
16527,0,38,0.01679527759552002,"[29.807899475097656, 683.4674682617188, 112.19176483154297, 720.6243896484375]"
16527,0,38,0.016148829832673073,"[343.6549377441406, 716.8062133789062, 401.3951416015625, 764.471923828125]"
16527,0,60,0.015124295838177204,"[844.24072265625, 621.9876708984375, 1428.17431640625, 996.9326171875]"
16527,0,60,0.01044957060366869,"[946.6441040039062, 766.4874877929688, 1396.6563720703125, 998.7548217773438]"
17716,0,38,0.636012077331543,"[1451.185791015625, 635.53076171875, 1509.1982421875, 689.6132202148438]"
17716,0,38,0.618156373500824,"[404.6062927246094, 545.5984497070312, 438.4805908203125, 591.5149536132812]"
17716,0,32,0.22625860571861267,"[405.5166931152344, 551.9829711914062, 433.67132568359375, 587.1580810546875]"
17716,0,60,0.16366393864154816,"[414.2699279785156, 603.2742309570312, 1406.079833984375, 948.8325805664062]"
17716,0,32,0.14050942659378052,"[1450.5396728515625, 637.16796875, 1502.100341796875, 685.2268676757812]"
17716,0,60,0.05409713461995125,"[431.0299377441406, 642.097900390625, 917.0470581054688, 1016.7985229492188]"
17716,0,38,0.03637371584773064,"[380.6576232910156, 519.5454711914062, 438.576904296875, 593.2185668945312]"
17716,0,38,0.032971516251564026,"[402.53924560546875, 530.4996948242188, 457.00872802734375, 617.1222534179688]"
17716,0,38,0.026733523234725,"[406.34954833984375, 537.9002685546875, 490.4487609863281, 641.7713623046875]"
17716,0,60,0.0266032163053751,"[856.3461303710938, 641.8203125, 1428.9517822265625, 1007.0833129882812]"
17716,0,38,0.01818276382982731,"[415.4998779296875, 530.9789428710938, 554.8421630859375, 599.4636840820312]"
17716,0,38,0.016190361231565475,"[405.29974365234375, 516.16357421875, 436.0421447753906, 579.1560668945312]"
17716,0,38,0.015865925699472427,"[509.1130065917969, 518.4716796875, 534.4766845703125, 567.8558349609375]"
17716,0,38,0.011467671021819115,"[359.5652770996094, 481.7702941894531, 437.05291748046875, 579.6019287109375]"
17798,0,60,0.1339520663022995,"[400.1677551269531, 621.673095703125, 1434.763671875, 1003.9252319335938]"
17798,0,60,0.054262030869722366,"[467.45086669921875, 743.89697265625, 809.9122314453125, 1020.9600219726562]"
17798,0,38,0.04340289160609245,"[279.6934509277344, 535.3175659179688, 385.6236267089844, 633.25634765625]"
17798,0,60,0.027154836803674698,"[399.2402648925781, 591.4654541015625, 1388.6962890625, 821.8180541992188]"
17798,0,32,0.023964252322912216,"[459.5174255371094, 467.1360168457031, 509.1838073730469, 530.054443359375]"
17798,0,32,0.021919038146734238,"[508.32208251953125, 467.1826477050781, 556.5614013671875, 533.682861328125]"
17798,0,60,0.02121928706765175,"[424.7408447265625, 687.0674438476562, 996.2389526367188, 1014.073486328125]"
17798,0,60,0.013678429648280144,"[885.9852294921875, 681.7982177734375, 1412.7677001953125, 1006.935302734375]"
18775,0,38,0.4127650856971741,"[1437.3704833984375, 612.9135131835938, 1497.228759765625, 654.896484375]"
18775,0,60,0.19547364115715027,"[398.5189514160156, 612.3563842773438, 1435.095458984375, 1005.0593872070312]"
18775,0,60,0.03146420419216156,"[421.3349609375, 701.9451293945312, 920.0826416015625, 1004.2469482421875]"
18775,0,32,0.030700653791427612,"[1436.43603515625, 614.1434326171875, 1494.5111083984375, 650.4361572265625]"
18775,0,38,0.02061465010046959,"[334.6775817871094, 793.2484130859375, 392.16729736328125, 818.865234375]"
18863,0,38,0.5570248961448669,"[310.326416015625, 493.79705810546875, 370.59552001953125, 546.0228881835938]"
18863,0,38,0.28503987193107605,"[323.4360046386719, 532.600341796875, 361.5145568847656, 552.719482421875]"
18863,0,38,0.1521783173084259,"[316.49188232421875, 523.4869995117188, 358.0463562011719, 550.355224609375]"
18863,0,60,0.11145532876253128,"[410.60882568359375, 618.5849609375, 1434.829345703125, 1005.0841674804688]"
18863,0,38,0.07703139632940292,"[326.63299560546875, 484.3922424316406, 424.86346435546875, 542.49658203125]"
18863,0,38,0.03898788243532181,"[349.6795654296875, 531.1507568359375, 366.0858154296875, 553.5090942382812]"
18863,0,60,0.0332803800702095,"[425.13787841796875, 651.1722412109375, 916.99365234375, 1015.1093139648438]"
18863,0,38,0.024016806855797768,"[350.9915771484375, 539.8800659179688, 369.07745361328125, 554.6163330078125]"
18863,0,38,0.020287586376070976,"[283.8009033203125, 506.31048583984375, 369.303466796875, 556.4683227539062]"
18863,0,60,0.017947377637028694,"[949.8260498046875, 761.269775390625, 1400.3118896484375, 1000.1756591796875]"
18863,0,60,0.017082132399082184,"[397.39398193359375, 598.9937133789062, 1414.8856201171875, 823.2796020507812]"
18863,0,38,0.014924047514796257,"[294.5129089355469, 527.7376098632812, 356.42034912109375, 554.2144165039062]"
18863,0,38,0.013406636193394661,"[193.60816955566406, 514.4156494140625, 366.4546203613281, 562.2103271484375]"
18863,0,38,0.010709301568567753,"[315.3200378417969, 528.4498291015625, 336.54962158203125, 554.2679443359375]"
18863,0,38,0.010519330389797688,"[322.1214599609375, 535.5674438476562, 339.8871154785156, 549.84423828125]"
18863,0,32,0.01014151331037283,"[459.76324462890625, 467.2191162109375, 510.1249694824219, 529.8513793945312]"
18952,0,38,0.7638301253318787,"[1492.4818115234375, 609.4118041992188, 1600.47998046875, 647.8668823242188]"
18952,0,60,0.13153719902038574,"[393.36328125, 643.8756713867188, 1393.8778076171875, 1007.154541015625]"
18952,0,60,0.10250560939311981,"[397.02178955078125, 585.0858154296875, 1415.12841796875, 839.0960693359375]"
18952,0,60,0.05045158416032791,"[436.47711181640625, 655.3984985351562, 905.746826171875, 1014.6162719726562]"
18952,0,32,0.011895758099853992,"[528.5723876953125, 467.5223388671875, 555.20947265625, 492.2692565917969]"
21109,0,38,0.7553889155387878,"[481.1313781738281, 466.9090881347656, 555.078125, 542.239501953125]"
21109,0,38,0.5615518689155579,"[1415.0865478515625, 651.1369018554688, 1510.4287109375, 682.2018432617188]"
21109,0,60,0.17609062790870667,"[408.210693359375, 586.8088989257812, 1410.9915771484375, 1023.0475463867188]"
21109,0,60,0.07133365422487259,"[429.764892578125, 635.8377685546875, 929.6908569335938, 1016.8502807617188]"
21109,0,60,0.06650269776582718,"[391.9519958496094, 621.3198852539062, 1438.2696533203125, 838.819091796875]"
21109,0,38,0.04439788684248924,"[1455.971435546875, 639.3848266601562, 1514.08447265625, 681.5757446289062]"
21109,0,38,0.03525697812438011,"[494.0196228027344, 533.36962890625, 539.3179321289062, 573.2926635742188]"
21109,0,38,0.019521357491612434,"[456.0541687011719, 485.9601135253906, 547.4581298828125, 574.4530639648438]"
21109,0,32,0.019043495878577232,"[525.804931640625, 548.3698120117188, 540.48876953125, 565.0062866210938]"
21109,0,60,0.01805923320353031,"[946.3206176757812, 762.086181640625, 1386.1058349609375, 1001.3863525390625]"
21109,0,38,0.011675826273858547,"[498.77935791015625, 504.56005859375, 542.3243408203125, 570.1250610351562]"
21109,0,38,0.010595707222819328,"[1589.379150390625, 485.4632568359375, 1631.7586669921875, 531.9667358398438]"
21698,0,38,0.8539807200431824,"[1398.273193359375, 590.4415283203125, 1488.195556640625, 662.098388671875]"
21698,0,32,0.24298036098480225,"[388.3873596191406, 536.9387817382812, 404.3670654296875, 549.8208618164062]"
21698,0,60,0.20600178837776184,"[412.4070739746094, 609.3045654296875, 1394.937255859375, 938.0427856445312]"
21698,0,60,0.06535226851701736,"[426.2832946777344, 643.10498046875, 927.9494018554688, 1016.2118530273438]"
21698,0,60,0.030370621010661125,"[911.7841186523438, 706.1983642578125, 1411.3560791015625, 1002.9493408203125]"
21698,0,32,0.02802523970603943,"[386.6874084472656, 536.1285400390625, 405.81982421875, 557.9114990234375]"
21698,0,38,0.025331469252705574,"[1397.5986328125, 591.6250610351562, 1455.614013671875, 644.488525390625]"
21817,0,60,0.14378905296325684,"[419.6294860839844, 603.349365234375, 1403.6456298828125, 949.2515869140625]"
21817,0,60,0.05635303631424904,"[420.8335876464844, 649.933837890625, 911.6307373046875, 1017.0933227539062]"
21817,0,38,0.022378195077180862,"[1502.391845703125, 595.202392578125, 1563.0108642578125, 654.6097412109375]"
21817,0,60,0.02173444628715515,"[858.9093627929688, 637.81787109375, 1423.7061767578125, 1007.8814086914062]"
21817,0,38,0.02103143185377121,"[22.407438278198242, 453.68109130859375, 156.62271118164062, 542.7913818359375]"
21817,0,32,0.010771787725389004,"[1.3910576105117798, 553.6052856445312, 43.367794036865234, 604.6519775390625]"
21980,0,60,0.11727499961853027,"[408.187255859375, 604.6005859375, 1400.8101806640625, 919.3246459960938]"
21980,0,38,0.06767582893371582,"[1481.48486328125, 484.1870422363281, 1585.169677734375, 542.5243530273438]"
21980,0,60,0.039506860077381134,"[422.71148681640625, 661.4000244140625, 906.5531005859375, 1014.3126831054688]"
21980,0,60,0.029012281447649002,"[871.8723754882812, 641.73828125, 1426.1243896484375, 1006.2113647460938]"
21980,0,38,0.019504647701978683,"[1479.2764892578125, 493.72357177734375, 1601.1888427734375, 569.7285766601562]"
21980,0,38,0.010843210853636265,"[1532.9683837890625, 482.7283935546875, 1576.53857421875, 522.8339233398438]"
23909,0,38,0.45220470428466797,"[1380.73974609375, 641.0690307617188, 1471.876953125, 692.0101318359375]"
23909,0,60,0.16555216908454895,"[418.0432434082031, 604.7100830078125, 1397.6749267578125, 899.580810546875]"
23909,0,38,0.07691795378923416,"[541.1921997070312, 574.6740112304688, 585.8670654296875, 608.2023315429688]"
23909,0,60,0.07371113449335098,"[422.0833435058594, 646.3812866210938, 918.7991943359375, 1014.3682250976562]"
23909,0,38,0.06557295471429825,"[505.7635192871094, 465.9830627441406, 557.68603515625, 538.0980224609375]"
23909,0,38,0.06123967841267586,"[527.3897705078125, 557.8768310546875, 585.4482421875, 610.32958984375]"
23909,0,38,0.057944271713495255,"[1409.427001953125, 649.3370361328125, 1498.778564453125, 691.2718505859375]"
23909,0,60,0.025358738377690315,"[795.6271362304688, 673.3561401367188, 1408.0516357421875, 1000.2009887695312]"
23909,0,60,0.014752778224647045,"[932.8790283203125, 775.0269165039062, 1364.7830810546875, 999.3389282226562]"
23909,0,32,0.014752094633877277,"[567.252685546875, 579.2825317382812, 585.7831420898438, 596.3402099609375]"
23909,0,38,0.012201066128909588,"[553.3840942382812, 583.0977172851562, 583.548095703125, 607.7338256835938]"
24014,0,38,0.38693538308143616,"[408.8902587890625, 534.9928588867188, 458.925537109375, 590.179931640625]"
24014,0,60,0.12165842205286026,"[402.51123046875, 619.0645751953125, 1399.0914306640625, 894.2257080078125]"
24014,0,38,0.10016326606273651,"[363.7969055175781, 537.5064086914062, 455.4698791503906, 633.0540771484375]"
24014,0,38,0.07304620742797852,"[395.7916259765625, 495.367919921875, 457.53961181640625, 589.0199584960938]"
24014,0,60,0.050831012427806854,"[422.5252685546875, 703.1287841796875, 904.4900512695312, 1003.5147094726562]"
24014,0,60,0.045011572539806366,"[872.6831665039062, 694.5655517578125, 1420.9786376953125, 1006.119873046875]"
24014,0,38,0.04204881563782692,"[359.0285339355469, 588.8974609375, 397.1551513671875, 640.346435546875]"
24014,0,38,0.03107472136616707,"[397.2183532714844, 502.9881896972656, 433.9123840332031, 549.3029174804688]"
24014,0,32,0.020357390865683556,"[413.3031311035156, 540.3568725585938, 457.4698791503906, 587.7689208984375]"
24014,0,32,0.01985361985862255,"[508.3950500488281, 467.2496032714844, 556.3473510742188, 533.9374389648438]"
24014,0,38,0.015879034996032715,"[325.47991943359375, 516.8324584960938, 451.4833984375, 618.594482421875]"
24014,0,38,0.014819836243987083,"[394.669921875, 531.3667602539062, 437.78692626953125, 589.4556274414062]"
24014,0,60,0.012612370774149895,"[452.3470458984375, 794.081298828125, 794.133544921875, 1002.0007934570312]"
24014,0,60,0.012094268575310707,"[361.7040100097656, 703.8916015625, 1439.561767578125, 1009.2937622070312]"
24014,0,38,0.010394821874797344,"[364.18634033203125, 579.5071411132812, 439.49493408203125, 635.1219482421875]"
24101,0,38,0.7871979475021362,"[491.38958740234375, 467.9273681640625, 557.0441284179688, 541.6218872070312]"
24101,0,38,0.33720895648002625,"[1376.1507568359375, 622.6922607421875, 1455.55419921875, 659.6924438476562]"
24101,0,60,0.15717031061649323,"[400.8626403808594, 628.8040161132812, 1427.880126953125, 1003.4163818359375]"
24101,0,38,0.06880702823400497,"[459.96484375, 466.953369140625, 520.441162109375, 537.9114990234375]"
24101,0,60,0.06342730671167374,"[423.0331115722656, 645.7923583984375, 906.5130615234375, 1013.9447631835938]"
24101,0,60,0.05524041876196861,"[413.8034362792969, 594.6534423828125, 1418.1971435546875, 824.9866333007812]"
24101,0,60,0.044562987983226776,"[891.8472290039062, 701.89892578125, 1418.9239501953125, 1003.859619140625]"
24101,0,38,0.03118003159761429,"[363.78363037109375, 630.0696411132812, 414.4043884277344, 682.6409912109375]"
24101,0,38,0.014950107783079147,"[1574.7952880859375, 487.2434387207031, 1629.4154052734375, 548.6552124023438]"
24101,0,38,0.013342456892132759,"[388.5505676269531, 634.0350341796875, 419.7098693847656, 678.2386474609375]"
24101,0,32,0.013237129896879196,"[1373.8365478515625, 623.4974975585938, 1431.5006103515625, 658.3960571289062]"
24181,0,38,0.8112365007400513,"[314.4940490722656, 579.7322387695312, 367.9800109863281, 631.7686767578125]"
24181,0,60,0.11945787817239761,"[415.43536376953125, 607.9747924804688, 1401.542236328125, 938.21630859375]"
24181,0,38,0.06987229734659195,"[214.9546661376953, 577.6845092773438, 365.0267639160156, 630.1315307617188]"
24181,0,60,0.039832986891269684,"[863.8610229492188, 642.5376586914062, 1425.7503662109375, 1005.8500366210938]"
24181,0,38,0.03750552609562874,"[1384.4954833984375, 585.4583129882812, 1440.25146484375, 648.8699340820312]"
24181,0,60,0.0344507209956646,"[425.4439392089844, 670.7877197265625, 894.2702026367188, 1012.4929809570312]"
24181,0,38,0.03324535861611366,"[1385.1953125, 614.822021484375, 1436.6732177734375, 648.0270385742188]"
24222,0,60,0.12159352749586105,"[414.2589416503906, 608.484375, 1404.0999755859375, 939.4763793945312]"
24222,0,60,0.03812394291162491,"[422.99578857421875, 652.048828125, 907.0928344726562, 1016.6077270507812]"
24222,0,38,0.03735433146357536,"[1534.8248291015625, 482.04541015625, 1609.908447265625, 554.1317138671875]"
24222,0,32,0.030532069504261017,"[378.09527587890625, 537.4531860351562, 394.4291687011719, 551.8124389648438]"
24222,0,60,0.024635689333081245,"[880.124267578125, 701.9483642578125, 1419.7078857421875, 1003.501953125]"
24333,0,38,0.2430753856897354,"[1568.818359375, 570.3911743164062, 1660.083251953125, 635.7946166992188]"
24333,0,38,0.1733819544315338,"[91.86717224121094, 465.59112548828125, 181.76385498046875, 572.6000366210938]"
24333,0,60,0.13872678577899933,"[395.2389831542969, 615.8746948242188, 1429.3531494140625, 1004.118896484375]"
24333,0,60,0.04950767010450363,"[421.85565185546875, 653.190673828125, 914.49169921875, 1017.6057739257812]"
24333,0,60,0.013069430366158485,"[862.2302856445312, 709.37109375, 1413.492431640625, 1001.2626953125]"
24435,0,38,0.32577598094940186,"[1487.329833984375, 502.93975830078125, 1573.109375, 546.3321533203125]"
24435,0,60,0.11185671389102936,"[417.06719970703125, 610.8526000976562, 1407.7724609375, 943.5437622070312]"
24435,0,38,0.07475779205560684,"[1486.671875, 502.2751770019531, 1531.2169189453125, 532.5880126953125]"
24435,0,60,0.05683835595846176,"[418.808349609375, 645.7266235351562, 923.5108032226562, 1015.910888671875]"
24435,0,60,0.016474537551403046,"[873.3453369140625, 702.2657470703125, 1418.12841796875, 1002.5473022460938]"
25804,0,38,0.7534887790679932,"[497.9778137207031, 469.74859619140625, 557.0623779296875, 535.6264038085938]"
25804,0,38,0.6351118683815002,"[1428.7342529296875, 625.4456787109375, 1486.77490234375, 684.1663818359375]"
25804,0,60,0.2662758529186249,"[402.4247131347656, 611.998779296875, 1433.8304443359375, 1002.391357421875]"
25804,0,38,0.14422813057899475,"[462.21649169921875, 555.9686279296875, 520.9344482421875, 598.4288940429688]"
25804,0,32,0.11349301040172577,"[1428.0184326171875, 628.266845703125, 1479.345458984375, 677.22021484375]"
25804,0,60,0.06369341909885406,"[432.6995849609375, 649.0353393554688, 915.669189453125, 1014.4163208007812]"
25804,0,60,0.026001883670687675,"[431.2430419921875, 592.26318359375, 1437.83056640625, 817.7139892578125]"
25804,0,38,0.017658594995737076,"[1461.200927734375, 672.9251098632812, 1506.30859375, 694.6248779296875]"
25804,0,38,0.01137637160718441,"[1465.125244140625, 663.9315795898438, 1497.4454345703125, 685.069091796875]"
25804,0,60,0.011050238274037838,"[947.1409912109375, 763.0535888671875, 1402.071533203125, 999.8583984375]"
25804,0,38,0.010589254088699818,"[1459.3897705078125, 649.6473388671875, 1513.68212890625, 678.2808837890625]"
25875,0,60,0.13320407271385193,"[409.80072021484375, 599.5250244140625, 1403.629150390625, 944.9647216796875]"
25875,0,60,0.051490142941474915,"[428.3466796875, 649.1952514648438, 919.159912109375, 1015.0733642578125]"
25875,0,38,0.04035135731101036,"[184.9668426513672, 445.64605712890625, 355.9701232910156, 518.5390014648438]"
25875,0,32,0.03781639412045479,"[1533.4490966796875, 667.5914306640625, 1586.8944091796875, 718.9691162109375]"
25875,0,60,0.017566250637173653,"[952.101806640625, 755.259521484375, 1403.904052734375, 1000.2137451171875]"
25875,0,60,0.01635918766260147,"[844.4308471679688, 621.5106201171875, 1426.5601806640625, 997.2996826171875]"
25875,0,32,0.013225971721112728,"[1478.0997314453125, 699.9149780273438, 1493.6053466796875, 713.4696044921875]"
25875,0,32,0.011853666044771671,"[1492.571044921875, 683.5535278320312, 1535.025390625, 739.0875244140625]"
25947,0,38,0.7933688163757324,"[1498.25, 649.037109375, 1574.442138671875, 692.9310302734375]"
25947,0,60,0.13045243918895721,"[416.2886657714844, 605.525390625, 1405.9222412109375, 940.7481689453125]"
25947,0,32,0.08928114920854568,"[452.7333679199219, 554.5742797851562, 467.0937194824219, 568.9998779296875]"
25947,0,60,0.05762545019388199,"[431.80438232421875, 663.3557739257812, 899.0719604492188, 1012.699462890625]"
25947,0,38,0.034942563623189926,"[417.0471496582031, 545.0304565429688, 467.4230041503906, 593.9173583984375]"
25947,0,60,0.03190462291240692,"[867.1991577148438, 633.03125, 1429.713623046875, 1008.8369140625]"
25947,0,32,0.019559893757104874,"[1497.03173828125, 649.1018676757812, 1554.002197265625, 691.8673095703125]"
25947,0,32,0.01890587992966175,"[507.76983642578125, 467.341552734375, 556.6426391601562, 533.7277221679688]"
